timestamp,ip,method,url,status,size,user_agent,label,attack_type
2026-07-03T23:36:28.575428,192.168.1.105,GET,/dvwa/security.php,200,1510,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:37:27.575428,192.168.1.138,GET,/dvwa/vulnerabilities/xss_r/?name=Priya,304,4034,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:38:39.575428,192.168.1.116,GET,/dvwa/css/main.css,302,1138,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:39:52.575428,192.168.1.117,GET,/dvwa/security.php,200,3761,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-03T23:40:17.575428,192.168.1.129,GET,/dvwa/js/dvwaPage.js,302,2357,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:41:26.575428,192.168.1.111,GET,/dvwa/css/main.css,200,4358,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:42:48.575428,192.168.1.112,GET,/dvwa/vulnerabilities/sqli/?id=2&Submit=Submit,304,204,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-03T23:44:09.575428,192.168.1.120,GET,/dvwa/index.php,200,3173,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-03T23:44:53.575428,192.168.1.115,GET,/dvwa/vulnerabilities/view_source.php,304,845,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:45:08.575428,192.168.1.131,GET,/dvwa/login.php,200,1251,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:46:37.575428,192.168.1.130,GET,/dvwa/about.php,304,3666,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-03T23:47:09.575428,192.168.1.134,GET,/dvwa/js/dvwaPage.js,200,3468,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-03T23:48:39.575428,192.168.1.123,GET,/dvwa/login.php,200,1191,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-03T23:49:15.575428,192.168.1.114,GET,/dvwa/vulnerabilities/sqli/?id=1&Submit=Submit,304,2085,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:50:35.575428,192.168.1.114,GET,/dvwa/security.php,302,682,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:51:09.575428,192.168.1.104,GET,/dvwa/vulnerabilities/sqli/?id=1&Submit=Submit,304,2149,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:51:49.575428,192.168.1.131,GET,/dvwa/login.php,200,4072,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-03T23:52:25.575428,192.168.1.130,GET,/dvwa/vulnerabilities/view_source.php,200,994,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-03T23:53:54.575428,192.168.1.127,GET,/dvwa/vulnerabilities/xss_r/?name=Priya,200,643,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-03T23:55:22.575428,192.168.1.106,GET,/dvwa/vulnerabilities/xss_r/?name=Guest123,200,1095,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:55:58.575428,192.168.1.112,GET,/dvwa/login.php,200,1348,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-03T23:56:57.575428,192.168.1.111,GET,/dvwa/vulnerabilities/xss_s/?name=John,200,3830,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-03T23:58:12.575428,192.168.1.106,GET,/dvwa/css/main.css,304,320,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-03T23:58:28.575428,192.168.1.115,GET,/dvwa/vulnerabilities/xss_r/?name=Priya,200,1951,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-03T23:59:24.575428,192.168.1.103,GET,/dvwa/vulnerabilities/xss_r/?name=John,200,2372,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:00:27.575428,192.168.1.118,GET,/dvwa/js/dvwaPage.js,302,4186,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:00:51.575428,192.168.1.112,GET,/dvwa/vulnerabilities/view_source.php,200,699,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:01:36.575428,192.168.1.103,GET,/dvwa/setup.php,200,4319,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:02:48.575428,192.168.1.110,GET,/dvwa/login.php,200,1722,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:03:01.575428,192.168.1.138,GET,/dvwa/css/main.css,200,3507,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:03:21.575428,192.168.1.136,GET,/dvwa/setup.php,304,525,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:04:45.575428,192.168.1.105,GET,/dvwa/css/main.css,304,4482,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:05:30.575428,192.168.1.116,GET,/dvwa/css/main.css,302,2773,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:06:05.575428,192.168.1.116,GET,/dvwa/instructions.php,302,2657,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:07:08.575428,192.168.1.120,GET,/dvwa/index.php,200,1019,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:07:22.575428,192.168.1.134,GET,/dvwa/login.php,200,1285,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:08:11.575428,192.168.1.104,GET,/dvwa/vulnerabilities/sqli/?id=3&Submit=Submit,200,3789,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:09:25.575428,192.168.1.119,GET,/dvwa/css/main.css,304,2652,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:10:54.575428,192.168.1.106,GET,/dvwa/about.php,200,1076,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:12:09.575428,192.168.1.109,GET,/dvwa/about.php,304,1925,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:12:57.575428,192.168.1.113,GET,/dvwa/login.php,200,2257,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:13:08.575428,192.168.1.105,GET,/dvwa/about.php,200,229,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:13:55.575428,192.168.1.108,GET,/dvwa/instructions.php,302,3819,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:15:10.575428,192.168.1.127,GET,/dvwa/security.php,200,1421,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:16:24.575428,192.168.1.102,GET,/dvwa/setup.php,304,1413,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:17:24.575428,192.168.1.108,GET,/dvwa/about.php,200,526,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:18:14.575428,192.168.1.113,GET,/dvwa/css/main.css,200,3097,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:19:30.575428,192.168.1.126,GET,/dvwa/vulnerabilities/view_source.php,200,1650,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:20:27.575428,192.168.1.101,GET,/dvwa/js/dvwaPage.js,200,3572,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:21:57.575428,192.168.1.115,GET,/dvwa/instructions.php,302,1085,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:22:50.575428,192.168.1.102,GET,/dvwa/vulnerabilities/view_source.php,200,3970,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:23:39.575428,192.168.1.119,GET,/dvwa/vulnerabilities/view_source.php,200,1782,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:24:35.575428,192.168.1.121,GET,/dvwa/security.php,200,3076,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:26:02.575428,192.168.1.132,GET,/dvwa/css/main.css,304,2912,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:26:10.575428,192.168.1.107,GET,/dvwa/instructions.php,304,2374,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:26:19.575428,192.168.1.106,GET,/dvwa/vulnerabilities/sqli/?id=id=12&Submit=Submit,200,3774,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:27:41.575428,192.168.1.132,GET,/dvwa/vulnerabilities/xss_r/?name=Guest123,200,2286,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:27:51.575428,192.168.1.127,GET,/dvwa/login.php,304,1814,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:28:42.575428,192.168.1.127,GET,/dvwa/css/main.css,200,2771,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:30:11.575428,192.168.1.107,GET,/dvwa/login.php,200,3545,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:30:57.575428,192.168.1.125,GET,/dvwa/login.php,200,1771,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:31:55.575428,192.168.1.124,GET,/dvwa/setup.php,304,2665,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:32:51.575428,192.168.1.135,GET,/dvwa/about.php,200,1921,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:33:51.575428,192.168.1.137,GET,/dvwa/vulnerabilities/xss_s/?name=Priya,200,1950,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:35:01.575428,192.168.1.130,GET,/dvwa/css/main.css,200,2524,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:36:11.575428,192.168.1.139,GET,/dvwa/security.php,200,2742,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:36:44.575428,192.168.1.112,GET,/dvwa/index.php,200,2205,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:37:49.575428,192.168.1.139,GET,/dvwa/vulnerabilities/xss_s/?name=Priya,302,1792,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:38:43.575428,192.168.1.131,GET,/dvwa/vulnerabilities/view_source.php,200,245,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:39:01.575428,192.168.1.127,GET,/dvwa/instructions.php,302,4443,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:40:05.575428,192.168.1.103,GET,/dvwa/security.php,200,1292,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:41:09.575428,192.168.1.133,GET,/dvwa/vulnerabilities/xss_s/?name=Guest123,302,4335,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:42:08.575428,192.168.1.135,GET,/dvwa/instructions.php,302,4088,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:43:10.575428,192.168.1.116,GET,/dvwa/css/main.css,200,4470,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:44:17.575428,192.168.1.115,GET,/dvwa/vulnerabilities/xss_s/?name=John,302,2540,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:44:52.575428,192.168.1.117,GET,/dvwa/vulnerabilities/sqli/?id=id=7&Submit=Submit,200,1333,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:45:16.575428,192.168.1.114,GET,/dvwa/js/dvwaPage.js,200,1952,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:45:29.575428,192.168.1.126,GET,/dvwa/vulnerabilities/sqli/?id=id=7&Submit=Submit,200,3606,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:45:41.575428,192.168.1.113,GET,/dvwa/vulnerabilities/xss_r/?name=Guest123,302,360,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:46:59.575428,192.168.1.124,GET,/dvwa/index.php,200,2646,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:47:53.575428,192.168.1.126,GET,/dvwa/vulnerabilities/xss_s/?name=John,200,3770,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:49:00.575428,192.168.1.101,GET,/dvwa/vulnerabilities/sqli/?id=id=12&Submit=Submit,302,3512,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:49:26.575428,192.168.1.129,GET,/dvwa/setup.php,304,420,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:50:21.575428,192.168.1.137,GET,/dvwa/security.php,302,3711,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:50:43.575428,192.168.1.129,GET,/dvwa/index.php,200,3305,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:51:29.575428,192.168.1.113,GET,/dvwa/vulnerabilities/sqli/?id=3&Submit=Submit,200,2479,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:52:27.575428,192.168.1.116,GET,/dvwa/vulnerabilities/xss_s/?name=John,302,626,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:53:16.575428,192.168.1.114,GET,/dvwa/css/main.css,200,454,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:53:52.575428,192.168.1.112,GET,/dvwa/setup.php,200,2154,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:54:13.575428,192.168.1.130,GET,/dvwa/setup.php,200,4009,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:54:50.575428,192.168.1.123,GET,/dvwa/setup.php,304,1138,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T00:55:15.575428,192.168.1.119,GET,/dvwa/setup.php,200,2755,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:56:33.575428,192.168.1.124,GET,/dvwa/js/dvwaPage.js,200,822,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T00:57:53.575428,192.168.1.115,GET,/dvwa/js/dvwaPage.js,200,1191,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T00:59:10.575428,192.168.1.102,GET,/dvwa/login.php,200,3235,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:59:23.575428,192.168.1.132,GET,/dvwa/index.php,200,4215,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T00:59:41.575428,192.168.1.127,GET,/dvwa/css/main.css,200,1453,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T01:00:41.575428,192.168.1.111,GET,/dvwa/setup.php,304,4160,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T01:01:45.575428,192.168.1.127,GET,/dvwa/vulnerabilities/sqli/?id=2&Submit=Submit,200,2484,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T01:02:47.575428,192.168.1.115,GET,/dvwa/setup.php,304,3304,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T01:03:35.575428,192.168.1.101,GET,/dvwa/vulnerabilities/sqli/?id=2&Submit=Submit,200,1937,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,Normal,None
2026-07-04T01:04:25.575428,192.168.1.116,GET,/dvwa/about.php,304,2463,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T01:05:41.575428,192.168.1.100,GET,/dvwa/security.php,200,3529,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T01:06:48.575428,192.168.1.135,GET,/dvwa/js/dvwaPage.js,200,4220,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T01:07:50.575428,192.168.1.101,GET,/dvwa/about.php,200,3512,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,Normal,None
2026-07-04T01:08:26.575428,192.168.1.119,GET,/dvwa/vulnerabilities/xss_s/?name=Guest123,304,3016,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T01:09:25.575428,192.168.1.135,GET,/dvwa/vulnerabilities/sqli/?id=id=12&Submit=Submit,200,2419,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,Normal,None
2026-07-04T01:10:09.575428,192.168.1.116,GET,/dvwa/security.php,302,1777,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
2026-07-04T01:10:54.575428,192.168.1.107,GET,/dvwa/vulnerabilities/view_source.php,200,4166,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,Normal,None
